Comment,Rate,Time,User
gia tien nay thi dc vay thoi chu sao dc hơn nữa ít tầm 9 củ may ra ngon hoàn mỹ,0,15/04/2019,hùng
,0,,
Sao máy dùng 4g tệ vậy thua cả oppo a37 chơi game ko ổn luôn mong tgdđ vá lỗi ,3,15/04/2019,Phạm nguyên
,0,,
Mới mua xong test thử thấy hối hận khi mua . Giá 7 triệu mà bắt wifi quá tệ. Thua đt 3 đến 4 triệu . Ae có 7 triệu nên lựa chọn mua con khác đỡ gây ức chế cho ae. Pin 4k mà tụt khá nhanh . Nếu sử dụng chơi game ae ko nên mua con nhé. Cảm nhận sau 3 tiếng mua đt,2,14/04/2019,Trương văn hiện
Mua chưa đầy 4 tháng lỗi sóng hoài. Bật 4G toàn nỗi E phải khởi động lại mới đc 4G,0,22/08/2019,Phương
,0,,
"Máy cho cảm giác cầm nắm tốt, kích thước không quá lớn. Vân tay tuy hơi chậm nhưng cũng quá tốt trong tầm giá. Camera sau chụp khá đẹp, camera trước hơi tệ",4,17/08/2019,Sĩ
,0,,
Máy cơ bản là ok nhưng hay tự sáng màng hình..vs cả bụi vào camara trước từ loa thoại ..,3,16/08/2019,Nguyễn lực
Tự sáng có thể do ông cài nhấc đt để mở sáng hoặc chưa cài tránh chạm vô tình,0,18/08/2019,Dương
"Bạn vào cài đặt, vào tính năng nâng cao,vào chuyển động và thao tác, vào tắt nâng lên để đánh thức, tắt chạm 2 lần để đánh thức. Là ok ",0,20/08/2019,Mai chí tam
,0,,
Máy hay bị loạn. Cảm biến vân tay chậm nhiều lúc k đc.sóng 4g rất yếu. Máy kém chất lượng ,1,16/08/2019,Cao sơn
"Sao máy tôi có bị loạn j đâu, vân tay chậm nhưng 4g đâu có yếu, tui mua 15 ngày rùi bật 4g cả ngày có j đâu",0,16/08/2019,Danh
,0,,
Mình thấy như vậy này máy pin tốt dùng mượt camera ổn cái vân tay trong mant hình k phải là chậm mà các bác dùng chưa quen nên k dùng nhanh thôi em dùng đến ho9m thứ hai là không trượt phát nào em mia có 6 triệu đỏi hỏi gì nữa,5,29/04/2019,Đăng Bắc
,0,,
"Mình mua sản phẩm samsung lần này là lần thứ5 nhưng đến con này thật sự thất vọng về samsung, cảm ứng k nhạy , bắt sóng wifi và 4g cực kém, máy lỗi đổi máy khác cũng có lỗi , mình quyết định tẩy chay samsung luôn",1,27/04/2019,Dương Hợp
,0,,
"Đã chuyển từ A50 sang A6+ sài còn ngon hơn A50 sai lầm khi mua a50 khuyên chân thành các bạn đừng nên mua A50 như mình phí tiền đem bực vào người vân tay bấm 10 phát k ăn phát nào pin tụt nhanh hơn tụt quần loa thì chóe không chuẩn nhựa nguyên khối là biết rồi chuyển qua a6+ rẻ mà thơm kim loại nguyên khối chắc tay loa ngon pin đã vân tay nhạy fb zalo game 3d sóng wjfj 3,4g mình thấy ổn hơn a50 mình nói sai 1 câu k làm người nhé người dùng a50 rồi chia sẻ...!",1,27/04/2019,Anh
,0,,
"Đây là nhận xét của mình khi sử dụng A50
Cái tệ Thứ nhất : Vân tay trong màn hình có cho vui. Nhiều lúc tức muốn đập đt. Thà để vân tay một chạm ngoài màn hình còn ngon hơn
Cái thứ 2 : phần mềm không được tối ưu. Mở app delay nhẹ mới vào . Kể cả app của máy
Cái thứ 3 : máy ảnh có cải tiến
Cái thứ 4 : Chip mạnh nhưng không tối ưu.
Thứ 5 : Pin trâu ,màn hình nịnh mắt. Độ sáng ổn
Thứ 6 về loa. Loa to nhưng khi mở max volume âm thanh bị vỡ .",3,27/04/2019,Trần Vân An
,0,,
"Vân tay ít nhạy,mình thì không chơi game chỉ chơi zingplay sử dụng tầm 10ph máy nóng lên,hơi thất vọng về A50,",3,27/04/2019,Đình vũ
,0,,
Giới thiệu chi tiếc làm việc nhanh gọn rõ ràng.  Nv lịch sự vui vẻ giao tiếp nhiều với KH.  Hướng dẫn tỉ mĩ.  5*,5,26/04/2019,Lưu quang quốc đại
,0,,
"Xài đc gần tháng :máy có màn hình đẹp,camera ngon,one ui mượt,...có điều vân tay chậm nên cài vân tay 123 1 ngón thì nhanh hơn(vẫn chậm) tạm được, máy hơi nóng dù chỉ zlo,f,yt..,pin cũng ok nhung mau tuột so vs con số 4k am,bắt sóng 4g rất kém,xài đôi khi bị đơ phải restart lại ms xài đc tiếp(2l oy) hơi thất vọng),bàn phím nhảy tứ tung hog hiểu do nhập hay bị j...nên tìm hiểu trc khi mua máy....nói chung tạm chấp nhận được",3,26/04/2019,Nguyễn hoàng anh
giống mình lỗi sạc nhanh bị bắt trả 500k tiền sửa chữa,0,03/07/2019,trung hiếu
,0,,
Điện thoại sam sung tầm trung thà mua điện thoại trung quốc ngon hơn nhiều hối hận khi mua sam sung a50 ,1,01/07/2019,Ngô Hoàng Tuấn
,0,,
Pin xài ko trâu lắm đâu .vân tay thì tạm thời ko nhanh đâu.mình mới xài có 2 ngày trước pin xài thưua con a30 mình xài nữa.,3,01/07/2019,Phu
,0,,
"Mình mới mua sản phẩm được hai ngày, cảm nhận của mình về sản phẩm là rất tuyệt vời. Thiết kế của máy nhìn rất bắt mắt, camera của máy thì chụp ảnh rất đẹp dù trong môi trường thiếu sáng, máy hoạt động khá ổn, màn hình rất sắc nét, pin thì tạm ổn, có rất nhiều tính năng hỗ trợ rất tốt. Còn về vân tay dưới màn hình thì với một sản phẩm tầm trung như thế thì không nên đòi hỏi nhiều vì đây là vân tay quang học. Nói chung với một chiếc máy tầm 7 triệu như thế này thì mình cho là 4 sao. Nhưng anh chị nhân viên rất nhiệt tình và chu đáo nữa nên mình cho 5 sao :>",5,01/07/2019,Nguyễn Thiện Thọ
,0,,
Xài từ đợt đầu lúc đặt hàng tới nay cũng mấy tháng rồi mà chẳng thấy hiện tượng pin sụt nhanh hay là camera kém gì cả mà sao thấy thấy mọi người cứ có vẻ như quy chụp thế nhỉ??? Đây là hình mình chụp bằng A50 đây,5,25/05/2019,Khánh
,0,,
"Mình đặt hàng trước và lấy hàng ngày 24/3/2019 đến nay là 2 tháng. Cảm nhận của mình là máy dùng rất OK chơi liên quân và các game khác đều mượt,có hỗ trợ sạc nhanh nên nhanh đầy sạc khoảng 2 tiếng. Nói chung hên xui có lẽ tùy vào từng cái máy nữa mọi người ạ. ",5,25/05/2019,Mai Thị Thùy Hương
những lần sạc pin đầu tiên bạn sạc khoản bao lâu,0,25/05/2019,trần văn quốc
,0,,
"Lúc đầu vân tay tệ rất là tệ giờ mình mới cập nhật phần mềm lên thì van tay nhanh rat là nhanh,1 số lỗi vặt phần mềm cũng biến mất, xài hon 1 tháng giờ mới thấy xứng đáng ",1,25/05/2019,Phuong
,0,,
"Mua được khoản 10 ngày mà đã bị đơ máy, mang ra cửa hàng TGDD xem thì được báo lỗi ""xung đột phần mềm"", mình chả hiểu lắm cái lỗi đấy là gì. Gần đây mới để ý máy sạc lâu pà cố nội, sạc 7-8 tiếng mới tăng lên được 30-40%, sạc qua đêm thì may ra đầy máy. Mang ra TGDD lần 2 được trả lời tỉnh bơ là sạc nhanh bình thường, hỏi có tức không. Thiện cảm dành cho TGDD, ĐMX tan thành mây khói, moi lần mua điện thoại, tủ lạnh, máy giặt, tivi, nồi nêu xong chảo gì cũng ra TGDD, ĐMX vì nghĩ trả tiền cao hơn nơi khác để mua cái dịch vụ tốt. Chắc phải suy nghĩ lại. Chỗ nào cũng rước cục tức thì sao phải trả nhiều tiền hơn.",1,24/05/2019,Tuấn Đà Nẵng
"Tùy máy lỗi th bạn ơi, mình sạc mới nửa tiếng thôi đc 34% này, máy có cục sạc nhanh mà sao lại có vụ sạc 7-8 tiếng đc 30-40%",0,25/05/2019,Khánh
Rất tốt chơi game nặng như pubg liên quân rất mượt mà ko có hiện tượng giật lag dù chỉ mới mua co 1 tuần pin trâu và chụp hình đẹp ngoại trừ vân tay nếu có 6sao tui cũq cho nũa,5,10/06/2019,Trần Thanh Phương
Thiệt hả... Tại tui cũng chơi liên quân á nên đọc bình luận m.n nói cũng hơi hoang mang mang,0,09/07/2019,Lê Thị Kim Hạnh
,0,,
"Tạm ổn , chọn a 50 vì thích Samsung chứ thực sự thấy bình thường , còn về lâu dài chắc chắn vẫn hơn các hãng khác bán ko trượt giá , xài 1 năm là ok",3,09/06/2019,Nguyễn Văn Trình
Giá tụt như tụt quần,0,11/06/2019,Đặng Duy Phương
,0,,
"Dòng này quá tệ 3g,4g k ra gì.mua được 1 tháng mấy loa trong rè.đôi khi chơi game máy bị đơ.lỗi quá nhiều",1,08/06/2019,Nguyen chi nguyen
,0,,
Mới mua em hôm qua máy tốt và rất ngon. Chơi liên quân với pubg là khỏi sợ giật hay lag nhé,5,08/06/2019,Ân
,0,,
"Không biết các bạn như thế nào mà cho 1* mua hơn 1 tuần xài cảm thấy rất ok. Cam đẹp pin thì mình xài cả ngày đến tối ngủ vẫn còn 40%, lướt wed, face khỏi chê, xài wifi nên k có hiện tiện lag giật gì hết, chỉ có vân tay không nhạy , các bạn có thể sử dụng face ID... mặt lưng màu trắng phản chiếu ánh sáng như 7 sắc cầu vồng, đáng mua ..",5,07/06/2019,Phạm Thanh Tuấn
,0,,
"Sau 7 ngày sử dụng:máy ổn,chơi game ngon,pin dùng trong 1 ngày,có sạc nhanh nên không lo,cảm biến vân tay lúc đầu chưa quen còn chậm,quen thì ok,cam đẹp,sóng khỏe,3g chạy phà phà,,máy đến từ 1 hãng uy tín thì k lo",5,02/04/2019,Mr Trường
,0,,
"Sản phẩm tốt! Khi chon máy các bạn nên kiểm tra mực độ hoàn thiện của máy, test màn hình, loa trong, loa ngoài, tai nghe, wifi... rồi hãy lấy đó là kinh nghiệm của mình!",5,01/04/2019,Lâm
Test như thế nào. Mình k biết test thế nào mới biết được những phần đó tốt,0,02/04/2019,Ngọc
,0,,
Cái gì cũng đc nhưng cái cảm biến vân tay quá chậm phải làm đến 5 lần mới mở khóa đc mà đặt vào phải 5 đến 6 giây mới mở khóa,4,01/04/2019,Lê Quốc Khánh
Lắc nhẹ cái ngón tay chỗ cảm biến sẽ mở đc nhanh hơn,0,02/04/2019,T
,0,,
Vân tay mở ngón nào cũng được không lẽ máy bị gì hay sao có ai thử giống mình không,2,31/03/2019,Lê Nhật Linh
,0,,
"Mình có mua một con A50 cách đây 7 tháng thời gian đầu xài mượt mà rất là oke! Nhưng thời gian gần đây máy có hiện tượng loạn cảm ứng, tắt máy mở lại thì hết xong lại bị tiếp, bản cập nhật gần đây nhất không mở được đèn plash mình thật sự thất vọng về samsung",2,12/11/2019,Trần Hoàng Khăm
,0,,
"Update xong tắt mở đèn pin k sáng, flash chụp hình dc mà mở quay phim im ru. Quá chán",2,12/11/2019,Lâm Hữu Thuyết
Minh cung vay cap nhat song den flat ko sang duc ,0,26/11/2019,Nguyen van hoang
,0,,
Sản phẩm tốt trong tầm giá. Máy sử dụng rất ok. Nhân viên nhiệt tình cju đáo. Rất hài lòng,5,11/11/2019,Nguyễn_ Thùy
,0,,
"Mới mua 4580k, máy tốt trong tầm giá, nói chung ngon, camera tốt, pin tốt, màn hình ngon!",5,11/11/2019,Cường
Đang giảm giá hả a,0,12/11/2019,Hiền
B mua ở đâu vậy,0,12/11/2019,Trang
Thế mua máy gì mà có 4580k thế bạn,0,12/11/2019,Hùng
mua tiem dt may cu con trong bao hanh la co gia do thoi. chu tgdd zin la 6 7 triu,0,07/02/2020,huyen ni
,0,,
"Sau 2 ngày sử dụng tôi thấy pin 4000mah của máy không trâu cho lắm có thể ngang với j7 prime . vân tay lúc nhận lúc không , sạc pin k có đèn báo đang sạc nên cũng khó nhận biết pin đầy hay chưa mà sao pin đầy 100% rút ra bấm vài cái là tục 1% rồi không hiểu sao nữa ",3,11/11/2019,Nguyễn Hùng
,0,,
"đã trải nghiệm sau 2 tuần tất cả đều ok trừ vân tay 10 phát xịt 9 🤣
và sạc nhanh nên tụt cũng nhanh thì phải.mình không đánh giá cao về cái camera chụp góc rộng cho lắm nhưng với cái mức giá này thì theo mk thấy là ok rồi",4,13/04/2019,nguyễn văn hùng
,0,,
samsung mới update nhận dạng vân tay nhưng vẫn kém xa so vs vân tay truyền thống. các bạn update xong thì vào phần sinh trắc học thêm dấu vân tay. Được thêm tối đa 3 dấu vân tay thì các bạn nên tạo cã 3 dấu vân tay bằng 1 ngón nhé. Giờ thì vân tay của bạn cực ngon hơn trước nhé tất nhiên vẫn chưa bằng vân tay truyền thống.,5,13/04/2019,Quốc Ngữ
,0,,
"Nói chung mua máy hôm 35/3 sài đến giờ thấy ko ổn.
Thứ 1:cảm biến vân tay quá kém 4-5lan ko nhận diện dc.
Thứ 2:sóng 4g quá kém,ngồi chơi liên quân với thằng bạn ở khu vực sóng kém nhưng máy nó ko có lag giật như A50 (đều là samsung)
Thứ 3:bàn phím ảo hay bị nhấn sai chữ
Thứ 4: màn hình đôi lúc bị sụp tối ko hiểu lý do( khoản 2-3 giây sáng lại bình thường)
Cuối cùng máy có vấn đề bị treo,đơ là tại sao???
Kết luận: có dc trả lại máy đổi máy khác ko..nản toàn tập ",2,13/04/2019,Lê phuóc duy
Tắt tự nhận biết ánh sáng đi,0,13/04/2019,Pekka
"Hay sụp tối là do máy tự điều chỉnh ánh sáng,kéo thanh trạng thái xuống tắt nó đi,thời này đầ thời nào rồi mà còn k bit nữa cha,xài smatphone chi uổng vậy?",0,13/04/2019,Thuận Quang
May minh cung vay kg choi lien quan dc.chán vai!,0,15/04/2019,Khoi
,0,,
"mới cập nhật phần mền vân tay nhạy kinh khủg, còn bắt sóng trên sim thì quá yếu mong có phiên bản cập nhật mới, còn mọi thứ thì ổn",4,11/04/2019,Huy
Đung vân tay đôi luc bâm k đc,0,17/08/2019,Phúc
"Thật sự là yếu thật đấy , thỉnh thoảng vào chơi game mà k dc",0,18/08/2019,Hướng
Sóng yếu máy kém chất lượng wtf có để ý cây sóng nhà mạng m đang xài và nhà m ở đâu k ? Phát biểu linh tinh,0,18/08/2019,Dương
,0,,
Loạn màn hình cảm ứng.Vân tay quá kém.Nóng máy.Có hiện tượng hay tự mở màn hình.Bắt sóng và wifi yếu.Thất vọng.,1,15/08/2019,Trương Hoàng
"vân tay muốn nhạy hơn thì bạn thêm nhiều dấu vân tay với 1 ngón tay thôi, sẽ tăng độ nhạy,tự mở sáng màn hình, chắc là do máy đang để chế độ ánh sáng thích nghi, tắt đi sẽ hết.",0,15/08/2019,Minh Phúc
"Mình xài êm mà, chơi game ngon, mày thì có nóng, còn bắt wifi thì tốt",0,15/08/2019,Minh
Bạn tắt chê độ chạm 2 lần sáng màn hình. Và chế độ nhấc lên sáng màn hình. Là sẽ hết ngay thôi,0,16/08/2019,Thắng
,0,,
" Máy dùng ngon *Ngoài sóng cực yếu*,hay bị đơ,lâu lâu loạn cảm ứng,thỉnh thoảng mất âm thanh ra thì mọi thứ ok",1,13/08/2019,Bùi Hữu Phong
Cho 1 sao có gắt quá ko vậy,0,13/08/2019,Lê
,0,,
"Mình thấy dùng cũng ok, giá cũng tốt, tuy nhiên vân tay hơi kém. Nhưng với mức giá này thì có thể chấp nhận được. Đặc biệt thái độ nhân viên tư vấn rất tốt.",5,25/04/2019,TìnhNguyễn
,0,,
Khuyên những anh em nào có ý định mua e này thì nên cân nhắc.1 máy nhanh hết pin. 2. Vân tay k nhạy dù đã cài 2 cái 1 ngón.3. Bắt sóng khá kém. Mình mới mua nhưng thật sự thất vọng về khoản pin của e này. Máy nhanh hết pin kinh khủng. Và lưu ý ae nào mua để chơi lq hay aog thì mua may khác. Vì vào game cảm ứng hay bị đơ. Chơi rất ưc chế,2,25/04/2019,Đỗ văn chung
Sài càng nhiều vân tay càng chậm do đối chiếu nhiều. Khuyên nên cập nhật bản vá bảo mật vân tay mới nhất. Đã cập nhật và cảm biến đã ổn hơn rất nhiều  bạn cx nên vệ sinh thuonhwf xuyên màn,0,25/04/2019,Thanh
Pin yếu thì con cũng ạ thầy,0,26/04/2019,Duy Tuấn
Cập nhật bản vá ntn vậy ạ,0,26/04/2019,Nga
"Nhìn cái màn, hãy nhìn cái ""Super AMOLED"" rồi thêm cả cấu hình để biết là cái nào ăn điện, gánh cái màn Super AMOLED to tổ cha với cấu hình tốt thì 400 cũng vừa tầm thôi. Cơ mà test thực nghiệm pin k yếu nhá",0,27/04/2019,Bắp
,0,,
"Mấy sài êm rất tốt chỉ mỗi tội hay bị đơ còn mọi thứ ok chụp hình đẹp mỏng nhẹ 
Mấy a chị nhân viên phục vụ tốt thái độ lịch sự hòa nhã rất thích ",5,25/04/2019,Linh
,0,,
"Chụp hình đẹp máy ít tốn pin sài cả ngày chưa hết, còn cảm ứng k nhậy...........",4,01/07/2019,Nhu
,0,,
Máy tốt mượt  vân tay nhạy pin scj ok. Anh Cần nv TGDĐ khóm 4 Đầm Dơi tư vấn mời khăn mời nước nhiệt tình . ,5,01/07/2019,Bào Thái Ngọc
